"name","sex","election_type","district","party","initials","position"
"Don Carlos Álvaro","0","congress","CIUDAD REAL","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"Don Carlos Manuel Cotillas","0","senate","CIUDAD REAL","PARTIDO POPULAR","PP","1"
"Don Miguel Ángel Valverde","0","senate","CIUDAD REAL","PARTIDO POPULAR","PP","2"
"Doña Cristina Flora Molina","1","senate","CIUDAD REAL","PARTIDO POPULAR","PP","3"
"Don Jesús Martín","0","senate","CIUDAD REAL","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Doña Ana María Martínez","1","senate","CIUDAD REAL","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Don Luis Rubio","0","senate","CIUDAD REAL","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Doña Ángela López","1","senate","CIUDAD REAL","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Don Javier Molinero","0","senate","CIUDAD REAL","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Don Richard Andrés","0","senate","CIUDAD REAL","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Doña Miriam Salgado Fernández","1","senate","CIUDAD REAL","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"Don Miguel Ramírez Muñoz","0","senate","CIUDAD REAL","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Doña Carmen de la Hoz Calderón (UNIDAD POPULAR EN","1","senate","CIUDAD REAL","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"Don Luis Benítez de Lugo","0","senate","CIUDAD REAL","PODEMOS","PODEMOS","1"
"Doña Nuria Moraga","1","senate","CIUDAD REAL","PODEMOS","PODEMOS","2"
"Doña Clorinda Ivonne Tejada","1","senate","CIUDAD REAL","PODEMOS","PODEMOS","3"
"Don Jerónimo Romero-Nieva","0","senate","CIUDAD REAL","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Doña Consolación del Coso","1","senate","CIUDAD REAL","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Don Agustín Olivares","0","senate","CIUDAD REAL","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Doña María Jesús Serrano","1","congress","CÓRDOBA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Don Antonio Hurtado","0","congress","CÓRDOBA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Doña Inmaculada Durán","1","congress","CÓRDOBA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Don Manuel Torres","0","congress","CÓRDOBA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","4"
"Doña Rosa Ana González","1","congress","CÓRDOBA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","5"
"Don Antonio Luis Amaro","0","congress","CÓRDOBA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","6"
"Don José Antonio Nieto","0","congress","CÓRDOBA","PARTIDO POPULAR","PP","1"
"Don Rafael Merino","0","congress","CÓRDOBA","PARTIDO POPULAR","PP","2"
"Doña María Luisa Ceballos","1","congress","CÓRDOBA","PARTIDO POPULAR","PP","3"
"Doña Isabel Cabezas","1","congress","CÓRDOBA","PARTIDO POPULAR","PP","4"
"Don Manuel Torres","0","congress","CÓRDOBA","PARTIDO POPULAR","PP","5"
"Doña María Isabel Medina","1","congress","CÓRDOBA","PARTIDO POPULAR","PP","6"
"Don Marcial Gómez","0","congress","CÓRDOBA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Doña María Carmen Otero","1","congress","CÓRDOBA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Don Jesús Mateo Lupiáñez","0","congress","CÓRDOBA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Don Antonio Salido","0","congress","CÓRDOBA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","4"
"Doña María del Carmen Bernal","1","congress","CÓRDOBA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","5"
"Doña María Isabel Albas","1","congress","CÓRDOBA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","6"
"Don Francisco Javier Camino","0","congress","CÓRDOBA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Doña María Dolores Alcaide","1","congress","CÓRDOBA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Don José María Castellano","0","congress","CÓRDOBA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Doña Belén María Solís","1","congress","CÓRDOBA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Don Juan Carlos Alamillo","0","congress","CÓRDOBA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"Doña Josefa Tamarit","1","congress","CÓRDOBA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","6"
"Doña Antonia Parrado","1","congress","CÓRDOBA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","1"
"Don Francisco Cañasveras","0","congress","CÓRDOBA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","2"
"Doña Aurora Rubio","1","congress","CÓRDOBA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","3"
"Don Juan Balsera","0","congress","CÓRDOBA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","4"
"Doña María Dolores Blanco","1","congress","CÓRDOBA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","5"
"Don Pascual Campos","0","congress","CÓRDOBA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","6"
"Doña Marta Domínguez","1","congress","CÓRDOBA","PODEMOS","PODEMOS","1"
"Don Francisco José Ruiz","0","congress","CÓRDOBA","PODEMOS","PODEMOS","2"
"Doña Susana Falcón","1","congress","CÓRDOBA","PODEMOS","PODEMOS","3"
"Don José Larios","0","congress","CÓRDOBA","PODEMOS","PODEMOS","4"
"Doña María Antonia Pérez","1","congress","CÓRDOBA","PODEMOS","PODEMOS","5"
"Doña Micaela Soria","1","congress","CÓRDOBA","PODEMOS","PODEMOS","6"
"Don José Manuel Mármol","0","senate","CÓRDOBA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Doña María de la Salud Navajas","1","senate","CÓRDOBA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Don Juan Díaz","0","senate","CÓRDOBA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Doña María Beatriz Jurado Fernández de","1","senate","CÓRDOBA","PARTIDO POPULAR","PP","1"
"Don Jesús Ramón Aguirre","0","senate","CÓRDOBA","PARTIDO POPULAR","PP","2"
"Don Fernando Priego","0","senate","CÓRDOBA","PARTIDO POPULAR","PP","3"
"Don Francisco Genaro Garrido","0","senate","CÓRDOBA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Don Isidoro García-Escribano","0","senate","CÓRDOBA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Doña María del Carmen Jaime","1","senate","CÓRDOBA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Don Emilio Juan Manuel Sánchez","0","senate","CÓRDOBA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Doña Ana Isabel Gómez","1","senate","CÓRDOBA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Don Lorenzo Aguilar","0","senate","CÓRDOBA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Doña María Josefa Bravo","1","senate","CÓRDOBA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","1"
"Don Juan Merino","0","senate","CÓRDOBA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","2"
"Doña Antonia Naranjo","1","senate","CÓRDOBA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-CA, UPeC","3"
"Doña María Alegría Jiménez","1","senate","CÓRDOBA","PODEMOS","PODEMOS","1"
"Don José Manuel Blanco","0","senate","CÓRDOBA","PODEMOS","PODEMOS","2"
"Don Miguel Lorenzo","0","congress","A CORUÑA","PARTIDO POPULAR","PP","1"
"Dona Marta González","1","congress","A CORUÑA","PARTIDO POPULAR","PP","2"
"Don Juan Manuel Juncal","0","congress","A CORUÑA","PARTIDO POPULAR","PP","3"
"Dona Tristana María Moraleja","1","congress","A CORUÑA","PARTIDO POPULAR","PP","4"
"Don Juan de Dios Ruano","0","congress","A CORUÑA","PARTIDO POPULAR","PP","5"
"Dona Margarita Varela","1","congress","A CORUÑA","PARTIDO POPULAR","PP","6"
"Don Marcos López","0","congress","A CORUÑA","PARTIDO POPULAR","PP","7"
"Dona Silvia María Vázquez","1","congress","A CORUÑA","PARTIDO POPULAR","PP","8"
"Dona Pilar Cancela","1","congress","A CORUÑA","PARTIDO DOS SOCIALISTAS DE GALICIA -PSOE","PSdeG-PSOE","1"
"Don Ricardo Antonio García","0","congress","A CORUÑA","PARTIDO DOS SOCIALISTAS DE GALICIA -PSOE","PSdeG-PSOE","2"
"Dona Gloria María del Valle","1","congress","A CORUÑA","PARTIDO DOS SOCIALISTAS DE GALICIA -PSOE","PSdeG-PSOE","3"
"Don Diego Fernández","0","congress","A CORUÑA","PARTIDO DOS SOCIALISTAS DE GALICIA -PSOE","PSdeG-PSOE","4"
"Dona Obdulia Taboadela","1","congress","A CORUÑA","PARTIDO DOS SOCIALISTAS DE GALICIA -PSOE","PSdeG-PSOE","5"
"Don Gonzalo Diz","0","congress","A CORUÑA","PARTIDO DOS SOCIALISTAS DE GALICIA -PSOE","PSdeG-PSOE","6"
"Dona Susana Lebón","1","congress","A CORUÑA","PARTIDO DOS SOCIALISTAS DE GALICIA -PSOE","PSdeG-PSOE","7"
"Don José Antonio Viña","0","congress","A CORUÑA","PARTIDO DOS SOCIALISTAS DE GALICIA -PSOE","PSdeG-PSOE","8"
"Don Antonio Rodríguez","0","congress","A CORUÑA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Don Javier Jesús Ramón Chouza","0","congress","A CORUÑA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Doña María Concepción Belén Fernández","1","congress","A CORUÑA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Don José Antonio Fernández","0","congress","A CORUÑA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","4"
"Doña Ana María Rodríguez","1","congress","A CORUÑA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","5"
"Doña Teresa Mejuto","1","congress","A CORUÑA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","6"
"Don Jesús María Gutiérrez","0","congress","A CORUÑA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","7"
"Doña María José García","1","congress","A CORUÑA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","8"
"Don Carlos Oliva","0","congress","A CORUÑA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Doña María Consuelo Amado","1","congress","A CORUÑA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Don Benito Antonio Rey","0","congress","A CORUÑA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Doña Mónica Delgado","1","congress","A CORUÑA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Don Antonio Dueñas","0","congress","A CORUÑA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"Doña María del Mar Rodríguez","1","congress","A CORUÑA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","6"
"Don Jorge Benigni","0","congress","A CORUÑA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","7"
"Doña María Sagrario Cobo","1","congress","A CORUÑA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","8"
"Don Antonio Gómez-Reino Varela","0","congress","A CORUÑA","EN MAREA","PODEMOS-En Marea-ANOVA-EU","1"
"Dona Yolanda Díaz Pérez","1","congress","A CORUÑA","EN MAREA","PODEMOS-En Marea-ANOVA-EU","2"
"Don Xaime Subiela Pérez","0","congress","A CORUÑA","EN MAREA","PODEMOS-En Marea-ANOVA-EU","3"
"Don Rubén Pérez Sueiras","0","congress","A CORUÑA","EN MAREA","PODEMOS-En Marea-ANOVA-EU","4"
"Dona Flora María Miranda Pena","1","congress","A CORUÑA","EN MAREA","PODEMOS-En Marea-ANOVA-EU","5"
"Dona Gladys Virxinia Afonso Lobato","1","congress","A CORUÑA","EN MAREA","PODEMOS-En Marea-ANOVA-EU","6"
"Dona María José Bóveda Fernández","1","congress","A CORUÑA","EN MAREA","PODEMOS-En Marea-ANOVA-EU","7"
"Don Miguel Castro Serantes","0","congress","A CORUÑA","EN MAREA","PODEMOS-En Marea-ANOVA-EU","8"
"Dona Paula Prado del","1","senate","A CORUÑA","PARTIDO POPULAR","PP","1"
"Dona María Aparicio","1","senate","A CORUÑA","PARTIDO POPULAR","PP","2"
"Don José Luis Ramón Torres","0","senate","A CORUÑA","PARTIDO POPULAR","PP","3"
"Don Ángel Manuel Mato","0","senate","A CORUÑA","PARTIDO DOS SOCIALISTA DE GALICIA-PSOE","PSdeG-PSOE","1"
"Dona María del Mar Debén","1","senate","A CORUÑA","PARTIDO DOS SOCIALISTA DE GALICIA-PSOE","PSdeG-PSOE","2"
"Don Francisco Javier Losada de","0","senate","A CORUÑA","PARTIDO DOS SOCIALISTA DE GALICIA-PSOE","PSdeG-PSOE","3"
"Don Jorge Antonio Quindimil","0","senate","A CORUÑA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Doña María del Carmen Vieites","1","senate","A CORUÑA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Don Juan José Chouza","0","senate","A CORUÑA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Don Ramiro Pose","0","senate","A CORUÑA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Don Manuel Romero","0","senate","A CORUÑA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Don Jesús Manuel López","0","senate","A CORUÑA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Don José Manuel García Buitrón","0","senate","A CORUÑA","EN MAREA","PODEMOS-En Marea-ANOVA-EU","1"
"Dona Iria Otero Romero","1","senate","A CORUÑA","EN MAREA","PODEMOS-En Marea-ANOVA-EU","2"
"Don Andrés Seoane Antelo","0","senate","A CORUÑA","EN MAREA","PODEMOS-En Marea-ANOVA-EU","3"
"Don Rafael Catalá","0","congress","CUENCA","PARTIDO POPULAR","PP","1"
"Doña María Jesús Bonilla","1","congress","CUENCA","PARTIDO POPULAR","PP","2"
"Don Fernando Romero","0","congress","CUENCA","PARTIDO POPULAR","PP","3"
"Don Luis Carlos Sahuquillo","0","congress","CUENCA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Doña Consuelo García","1","congress","CUENCA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Don Juan Alonso Alarcón","0","congress","CUENCA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Don Jacobo Medianero Millán","0","congress","CUENCA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"Doña Raquel García García","1","congress","CUENCA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Don Pablo García Rubio","0","congress","CUENCA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"Doña María Ángeles García","1","congress","CUENCA","PODEMOS","PODEMOS","1"
"Don Henry Molano","0","congress","CUENCA","PODEMOS","PODEMOS","2"
"Doña Marta Torrijos","1","congress","CUENCA","PODEMOS","PODEMOS","3"
"Don Ricardo Argudo","0","congress","CUENCA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Doña María José del Rincón","1","congress","CUENCA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Don Venancio del Coso","0","congress","CUENCA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Doña Laura Victoria Fernández","1","congress","CUENCA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Doña Verónica Calvo","1","congress","CUENCA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Don Juan Carlos Ojeda","0","congress","CUENCA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Don Carlos Alberto Algaba","0","senate","CUENCA","PARTIDO POPULAR","PP","1"
"Doña María Montserrat Martínez","1","senate","CUENCA","PARTIDO POPULAR","PP","2"
"Don Pedro Jareño","0","senate","CUENCA","PARTIDO POPULAR","PP","3"
"Doña Manuela Galiano","1","senate","CUENCA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Don Eugenio Heredia","0","senate","CUENCA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Doña Gema María Pradillo","1","senate","CUENCA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Doña Lorena Gallego García","1","senate","CUENCA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"Don Jesús Martínez García","0","senate","CUENCA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Don Arturo Vicente Zarzuela Palacios","0","senate","CUENCA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"Don Aurelio Sainz","0","senate","CUENCA","PODEMOS","PODEMOS","1"
"Doña Ana María Navarrete","1","senate","CUENCA","PODEMOS","PODEMOS","2"
"Doña Vanesa Saiz","1","senate","CUENCA","PODEMOS","PODEMOS","3"
"Don José Serra","0","senate","CUENCA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Doña María Pilar Maeso","1","senate","CUENCA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Doña María José Álvarez","1","senate","CUENCA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Don Adolfo Fernández","0","senate","CUENCA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's)","1"
"Don Pedro de la Torre","0","senate","CUENCA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's)","2"
"Doña Ofelia Martínez","1","senate","CUENCA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's)","3"
"Don Joseba Andoni Agirretxea","0","congress","GIPUZKOA","EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO","EAJ-PNV","1"
"Don Iñigo Barandiaran","0","congress","GIPUZKOA","EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO","EAJ-PNV","2"
"Doña María del Carmen Solorzano","1","congress","GIPUZKOA","EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO","EAJ-PNV","3"
"Doña Estibaliz Alkorta","1","congress","GIPUZKOA","EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO","EAJ-PNV","4"
"Don Luis Jesus Uribe-Etxebarria","0","congress","GIPUZKOA","EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO","EAJ-PNV","5"
"Doña Miren Garbiñe Mendizabal","1","congress","GIPUZKOA","EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO","EAJ-PNV","6"
"Don Borja Semper","0","congress","GIPUZKOA","PARTIDO POPULAR","PP","1"
"Don Ramón Gómez","0","congress","GIPUZKOA","PARTIDO POPULAR","PP","2"
"Don David Hernández San","0","congress","GIPUZKOA","PARTIDO POPULAR","PP","3"
"Doña Cristina Baz","1","congress","GIPUZKOA","PARTIDO POPULAR","PP","4"
"Doña Inés Baroja","1","congress","GIPUZKOA","PARTIDO POPULAR","PP","5"
"Doña María Pilar Elías","1","congress","GIPUZKOA","PARTIDO POPULAR","PP","6"
"Don Odón Elorza","0","congress","GIPUZKOA","PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA PSE-EE","PSOE) [PSE-EE","1"
"Doña Rafaela Romero","1","congress","GIPUZKOA","PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA PSE-EE","PSOE) [PSE-EE","2"
"Don Isaac Palencia","0","congress","GIPUZKOA","PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA PSE-EE","PSOE) [PSE-EE","3"
"Doña María Lourdes Acevedo","1","congress","GIPUZKOA","PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA PSE-EE","PSOE) [PSE-EE","4"
"Do Miguel Angel Paez","1","congress","GIPUZKOA","PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA PSE-EE","PSOE) [PSE-EE","5"
"Doña Juana Fernández","1","congress","GIPUZKOA","PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA PSE-EE","PSOE) [PSE-EE","6"
"Don Fernando López de Lacalle","0","congress","GIPUZKOA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA C's","C's","1"
"Doña Vanesa Fernández","1","congress","GIPUZKOA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA C's","C's","2"
"Doña Esker Sánchez","1","congress","GIPUZKOA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA C's","C's","3"
"Don Igor Alonso","0","congress","GIPUZKOA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA C's","C's","4"
"Don Ignacio Sanabria","0","congress","GIPUZKOA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA C's","C's","5"
"Doña Maria Erika Gómez","1","congress","GIPUZKOA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA C's","C's","6"
"Don Juan Luis Fabo","0","congress","GIPUZKOA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Doña Amelia Méndez","1","congress","GIPUZKOA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Don Raúl Vázquez","0","congress","GIPUZKOA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Doña Maria Ramona Fernández","1","congress","GIPUZKOA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Don Julen Real","0","congress","GIPUZKOA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"Doña Maria Teresa Sánchez","1","congress","GIPUZKOA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","6"
"Doña Marian Beitialarrangoitia","1","congress","GIPUZKOA","EUSKAL HERRIA BILDU","EH Bildu","1"
"Don Rafa Larreina","0","congress","GIPUZKOA","EUSKAL HERRIA BILDU","EH Bildu","2"
"Doña Maite Sarasua","1","congress","GIPUZKOA","EUSKAL HERRIA BILDU","EH Bildu","3"
"Don Ander Rodriguez","0","congress","GIPUZKOA","EUSKAL HERRIA BILDU","EH Bildu","4"
"Doña Igone Lamaran","1","congress","GIPUZKOA","EUSKAL HERRIA BILDU","EH Bildu","5"
"Don Gotzon Elizburu","0","congress","GIPUZKOA","EUSKAL HERRIA BILDU","EH Bildu","6"
"Don Jon Hernández","0","congress","GIPUZKOA","UNIDAD POPULAR-ORAIN BATERA:EZKER ANITZA-IZQUIERDA UNIDA,UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"Doña Berta María Susperregui Burguete","1","congress","GIPUZKOA","UNIDAD POPULAR-ORAIN BATERA:EZKER ANITZA-IZQUIERDA UNIDA,UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Don José Ignacio Temprano Arribas","0","congress","GIPUZKOA","UNIDAD POPULAR-ORAIN BATERA:EZKER ANITZA-IZQUIERDA UNIDA,UNIDAD POPULAR EN COMÚN","IU-UPeC","3"
"Don Maria Aránzazu González","0","congress","GIPUZKOA","UNIDAD POPULAR-ORAIN BATERA:EZKER ANITZA-IZQUIERDA UNIDA,UNIDAD POPULAR EN COMÚN","IU-UPeC","4"
"Don Ubaldo Ortiz","0","congress","GIPUZKOA","UNIDAD POPULAR-ORAIN BATERA:EZKER ANITZA-IZQUIERDA UNIDA,UNIDAD POPULAR EN COMÚN","IU-UPeC","5"
"Doña Blanca Merchán","1","congress","GIPUZKOA","UNIDAD POPULAR-ORAIN BATERA:EZKER ANITZA-IZQUIERDA UNIDA,UNIDAD POPULAR EN COMÚN","IU-UPeC","6"
"Doña Nayua Miriam Goveli","1","congress","GIPUZKOA","PODEMOS-AHAL DUGU","PODEMOS-AHAL DUGU","1"
"Don Fernando Iglesias","0","congress","GIPUZKOA","PODEMOS-AHAL DUGU","PODEMOS-AHAL DUGU","2"
"Doña Ana Isabel San Román","1","congress","GIPUZKOA","PODEMOS-AHAL DUGU","PODEMOS-AHAL DUGU","3"
"Don Unai Aso","0","congress","GIPUZKOA","PODEMOS-AHAL DUGU","PODEMOS-AHAL DUGU","4"
"Doña Rosa María Gorrochategui","1","congress","GIPUZKOA","PODEMOS-AHAL DUGU","PODEMOS-AHAL DUGU","5"
"Don Emilio Jesus del Moral","0","congress","GIPUZKOA","PODEMOS-AHAL DUGU","PODEMOS-AHAL DUGU","6"
"Doña María Eugenia Iparraguirre","1","senate","GIPUZKOA","EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO","EAJ-PNV","1"
"Don Victoriano Gallastegui","0","senate","GIPUZKOA","EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO","EAJ-PNV","2"
"Don Imanol Querejeta","0","senate","GIPUZKOA","EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO","EAJ-PNV","3"
"Doña Juana de Bengoechea","1","senate","GIPUZKOA","PARTIDO POPULAR","PP","1"
"Don Jacobo Caparros","0","senate","GIPUZKOA","PARTIDO POPULAR","PP","2"
"Don Manuel Palacio de","0","senate","GIPUZKOA","PARTIDO POPULAR","PP","3"
"Doña María Arrate Gallastegui","1","senate","GIPUZKOA","PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA PSE-EE","PSOE) [PSE-EE","1"
"Don Lucio Hernando","0","senate","GIPUZKOA","PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA PSE-EE","PSOE) [PSE-EE","2"
"Doña María Luisa del Pilar García","1","senate","GIPUZKOA","PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA PSE-EE","PSOE) [PSE-EE","3"
