"name","sex","election_type","district","party","initials","position"
"[u'Jos\xe9 Mar\xeda Morales Herrera ']","0","congress","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","5"
"[u'Magaly Gonz\xe1lez Zamora ']","1","congress","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","6"
"[u'Florentino de Guzm\xe1n Plasencia Medina ']","0","congress","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","7"
"Melisa Rodríguez Hernández","1","congress","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Mariano Guillermo Cejas Rodríguez","0","congress","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Manuel de Prado Ordás","0","congress","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"José Domingo Alonso Socas","0","congress","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","4"
"Evelyn Alonso Hernández","1","congress","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","5"
"Luz María Rodríguez Pérez","1","congress","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","6"
"Juan Carlos Martín García","0","congress","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","7"
"Alberto Rodríguez Rodríguez","0","congress","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","1"
"Carmen Marina Barreto Vargas","1","congress","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","2"
"Ignacio García Sanz","0","congress","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","3"
"Laura Fuentes Vega","1","congress","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","4"
"Rodrigo Laiz García","0","congress","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","5"
"Ana Gloria Gallardo Mancebo","1","congress","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","6"
"Sandra Magdalena Lima Casañas","1","congress","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","7"
"Pablo Matos Mascareño","0","congress","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","1"
"María Elena Álvarez Simón","1","congress","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","2"
"Manuel Luis Torres Herrera","0","congress","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","3"
"Águeda Fumero Roque","1","congress","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","4"
"María Isabel García Luis","1","congress","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","5"
"Regina García Casañas","1","congress","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","6"
"Eladio Ramón Fuerte Ramos","0","congress","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","7"
"Miguel del Pino de Alcedo","0","congress","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Moisés Domínguez Llanos","0","congress","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Agustina García Alba","1","congress","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"José Manuel Marrero Alonso","0","congress","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Margarita Rosales Gutiérrez","1","congress","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"Isaac Francisco Pérez Pérez","0","congress","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","6"
"Goretti Hernández Luis","1","congress","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","7"
"Francisco Javier Hernández Hernández","0","congress","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","1"
"Alicia Domínguez Gil","1","congress","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","2"
"Gianny Fernando Herrera Santana","0","congress","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","3"
"María del Cristo Martín Francisco","1","congress","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","4"
"José María Fernández Herrero","0","congress","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","5"
"Rosa Carmona Movilla","1","congress","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","6"
"Alberto Cañete del Toro","0","congress","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","7"
"Sara María Pérez Padrón","1","senate","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C´s","1"
"[u'Juan Casta\xf1eda Acosta ']","0","senate","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","1"
"Raimundo Casañas Ortiz","0","senate","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","1"
"Rita Beatriz Machín González","1","senate","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","1"
"Ángel Basilio González Mesa","1","senate","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Miguel Ángel Peraza Chinea","0","senate","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","1"
"[u'Gregorio Ram\xf3n Medina Tom\xe9 ']","0","senate","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","1"
"Miguel Ángel Rodríguez González","0","senate","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Eduardo Peña González","0","senate","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Manuel Tomás Mendoza Bencomo","0","senate","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","1"
"Annabely Plasencia Rodríguez","1","senate","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","1"
"[u'Francisco Javier Paz Exp\xf3sito ']","0","senate","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","1"
"Luis Carlos Criado González","0","senate","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"María Nieves Pérez Concepción","1","senate","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","1"
"Mariano Hernández Zapata","0","senate","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","1"
"Antonio Juan de la Guardia Hernández","0","senate","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"María Vanesa Catalán González","1","senate","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","1"
"[u'Olivia Mar\xeda Delgado Oval ']","1","senate","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","1"
"[u'Jos\xe9 Vicente Gonz\xe1lez Bethencourt ']","0","senate","SANTA CRUZ DE TENERIFE","PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS","PSOE-NCa","2"
"Petra Moyano Cachinero","1","senate","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"José Manuel Perera Quintana","0","senate","SANTA CRUZ DE TENERIFE","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"Manuel José González Mauricio","0","senate","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","1"
"Marta Esther Jiménez Jaén","1","senate","SANTA CRUZ DE TENERIFE","PODEMOS","PODEMOS","2"
"Antonio Alarcó Hernández","0","senate","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","1"
"Milagros Pérez León","1","senate","SANTA CRUZ DE TENERIFE","PARTIDO POPULAR","PP","2"
"Miguel Ángel Miranda Rodríguez","0","senate","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Ana Teresa Cruz Suárez","1","senate","SANTA CRUZ DE TENERIFE","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Nayra Caraballero Pérez","1","senate","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","1"
"Saúl Gómez Alberola","0","senate","SANTA CRUZ DE TENERIFE","UNIDAD POPULAR: IZQUIERDA UNIDA CANARIA, UNIDAD POPULAR EN COMÚN","IUC-UP","2"
"Francisco Javier Rodríguez Recio","0","congress","SEGOVIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"Ignacio Máximo Avial Escobar","0","congress","SEGOVIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"María Rosario Lobo Muñoz","1","congress","SEGOVIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","3"
"Juan Luis Gordo Pérez","0","congress","SEGOVIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"María del Lirio Martín García","1","congress","SEGOVIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Daniel Bravo López","0","congress","SEGOVIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Beatriz Marta Escudero Berzal","1","congress","SEGOVIA","PARTIDO POPULAR","PP","1"
"Pedro Ramón Gómez de la Serna Villavicieros","0","congress","SEGOVIA","PARTIDO POPULAR","PP","2"
"Marta Puertas Paniagua","1","congress","SEGOVIA","PARTIDO POPULAR","PP","3"
"Jorge Alexandre González Hurtado","0","congress","SEGOVIA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Aurelio Niebla Beltrán","0","congress","SEGOVIA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Miriam de Andrés de Lucas","1","congress","SEGOVIA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Daniel López Vela","0","congress","SEGOVIA","PODEMOS","PODEMOS","1"
"[u'Mar\xeda Jos\xe9 Gallego Obieta ']","1","congress","SEGOVIA","Independiente","PODEMOS","2"
"Guillermo San Juan Benito","0","congress","SEGOVIA","Independiente","PODEMOS","3"
"Jacobo Alfonso Peña Conversa","0","congress","SEGOVIA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, SEGOVIEMOS","IU-UPeC","1"
"Ana Peñalosa Llorente","1","congress","SEGOVIA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, SEGOVIEMOS","IU-UPeC","2"
"Sonia Castro Saquete","1","congress","SEGOVIA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, SEGOVIEMOS","IU-UPeC","3"
"Juan Luis López Fragoso","0","senate","SEGOVIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's)","1"
"María Josefa García Orejana","1","senate","SEGOVIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's)","2"
"Carlos Cobos Briz","0","senate","SEGOVIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's)","3"
"Félix Montes Jort","0","senate","SEGOVIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Alba Barrio Martín","1","senate","SEGOVIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Álvaro Serrano del Pino","0","senate","SEGOVIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Paloma Inés Sanz Jerónimo","1","senate","SEGOVIA","PARTIDO POPULAR","PP","1"
"Juan Ramón Represa Fernández","0","senate","SEGOVIA","PARTIDO POPULAR","PP","2"
"Juan Carlos Álvarez Cabrero","0","senate","SEGOVIA","PARTIDO POPULAR","PP","3"
"Ricardo Hernanz Maderuelo","0","senate","SEGOVIA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"María Reyes Lobo San Juan","1","senate","SEGOVIA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"José Carlos Rodríguez Marinero","0","senate","SEGOVIA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Francisco Javier Lobo de Frutos","0","senate","SEGOVIA","PODEMOS","PODEMOS","1"
"[u'Mar\xeda Jos\xe9 Bueno Gonz\xe1lez ']","1","senate","SEGOVIA","Independiente","PODEMOS","2"
"[u'Manuel Jes\xfas Garc\xeda Cob ']","0","senate","SEGOVIA","Independiente","PODEMOS","3"
"José Alberto Castaño Pascual","0","senate","SEGOVIA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, SEGOVIEMOS","IU-UPeC","1"
"María del Carmen Cuervo Rubio","1","senate","SEGOVIA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, SEGOVIEMOS","IU-UPeC","2"
"José Javier Davía Herranz","0","senate","SEGOVIA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, SEGOVIEMOS","IU-UPeC","3"
"Antonio Francisco Pradas Torres","0","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Juana Amalia Rodríguez Hernández","1","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Antonio Gutiérrez Limones","0","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"Carmen Rocío Cuello Pérez","1","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","4"
"José Manuel Girela de la Fuente","0","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","5"
"Silvia Oñate Moya","1","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","6"
"Manuel García Benítez","0","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","7"
"Marta Alonso Lappi","1","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","8"
"Agustín Cañete Carmona","0","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","9"
"María Luisa Sánchez Trancoso","1","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","10"
"José Losada Fernández","0","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","11"
"Feliciana Bernal Romero","1","congress","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","12"
"Juan Ignacio Zoido Álvarez","0","congress","SEVILLA","PARTIDO POPULAR","PP","1"
"Ricardo Tarno Blanco","0","congress","SEVILLA","PARTIDO POPULAR","PP","2"
"María Eugenia Romero Rodríguez","1","congress","SEVILLA","PARTIDO POPULAR","PP","3"
"Silvia Heredia Martín","1","congress","SEVILLA","PARTIDO POPULAR","PP","4"
"María del Lidón Guillén Baena","1","congress","SEVILLA","PARTIDO POPULAR","PP","5"
"María Teresa Astolfi González-Mógena","1","congress","SEVILLA","PARTIDO POPULAR","PP","6"
"Fernando Francisco Lorenzo Pérez","0","congress","SEVILLA","PARTIDO POPULAR","PP","7"
"María Remedios Olmedo Borrego","1","congress","SEVILLA","PARTIDO POPULAR","PP","8"
"José Joaquín Hernández Díaz","0","congress","SEVILLA","PARTIDO POPULAR","PP","9"
"Pedro González Rodríguez-Alvariño","0","congress","SEVILLA","PARTIDO POPULAR","PP","10"
"Vanessa María Serrano Aguilar","1","congress","SEVILLA","PARTIDO POPULAR","PP","11"
"Juan Manuel Albendea Pavón","0","congress","SEVILLA","PARTIDO POPULAR","PP","12"
"María Virginia Millán Salmerón","1","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","1"
"Fidel Prieto Romero","0","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","2"
"Antonia Ramírez Ramírez","1","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","3"
"Cira de la Cruz Sobrino","1","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","4"
"Diego de los Santos Parejo","0","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","5"
"Lucrecia Bernáldez Rodríguez","1","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","6"
"Rosa Vílchez Ruiz","1","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","7"
"José Vicente Gallart Moreno","0","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","8"
"Ana María Chaves Reyes","1","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","9"
"Francisco José Ríos Manzanares","0","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","10"
"Arturo Sotelo Diego","0","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","11"
"María Ángeles Acebedo Rojas","1","congress","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","12"
"Sergio Pascual Peña","0","congress","SEVILLA","PODEMOS","PODEMOS","1"
"María Auxiliadora Honorato Chulian","1","congress","SEVILLA","PODEMOS","PODEMOS","2"
"Luis Carlos Rejón Gieb","0","congress","SEVILLA","PODEMOS","PODEMOS","3"
"Sofía González Reguera","1","congress","SEVILLA","PODEMOS","PODEMOS","4"
"Manuel Rodríguez Guillén","0","congress","SEVILLA","PODEMOS","PODEMOS","5"
"Rosario Caballero Elena","1","congress","SEVILLA","PODEMOS","PODEMOS","6"
"Felipe José Mínguez Gómez","0","congress","SEVILLA","PODEMOS","PODEMOS","7"
"Isabel María Jiménez García","1","congress","SEVILLA","PODEMOS","PODEMOS","8"
"José Rodríguez Núñez","0","congress","SEVILLA","PODEMOS","PODEMOS","9"
"José Bernal Tobarcia","0","congress","SEVILLA","PODEMOS","PODEMOS","10"
"María del Carmen Elena Martínez Armesto","1","congress","SEVILLA","PODEMOS","PODEMOS","11"
"Juan Pablo Coca Pérez","0","congress","SEVILLA","PODEMOS","PODEMOS","12"
"Manuel José Vicente Navas","0","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"Ana María Cazallo Antúnez","1","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Mateo Carmelo García Lozano","0","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"María Teresa Alonso Pérez-Tinao","1","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","4"
"Guillermo Ferrer Sánchez","0","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","5"
"Patricia Vázquez Pérez","1","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","6"
"Luis Limón Fernández","0","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","7"
"Amparo Hidalgo Pechamiel","1","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","8"
"Pablo Rodríguez Fernández","0","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","9"
"Raquel del Pilar González Bolea","1","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","10"
"María Ruiz Lora","1","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","11"
"Juan Antonio Peña Torres","0","congress","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","12"
"Miguel Ángel Bustamante Martín","0","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","1"
"Isabel Pulido Marín","1","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","2"
"Juan Clemente Sánchez","0","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","3"
"Isabel Mora Toro","1","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","4"
"Fidel Romero Ruiz","0","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","5"
"Encarnación Núñez Jiménez","1","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","6"
"Santiago Jiménez Torres","0","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","7"
"Francisca Bejarano Albalá","1","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","8"
"José Gallego Casaus","0","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","9"
"María Antonia Cuenca Ariza","1","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","10"
"Francisco Javier Martínez Galán","0","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","11"
"María Dolores Rodríguez Álvarez","1","congress","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","12"
"Juan Carlos José Raffo Camarillo","0","senate","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"María José Fernández Muñoz","1","senate","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"Antonio Casimiro Gavira Moreno","0","senate","SEVILLA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","3"
"José Luis Sanz Ruiz","0","senate","SEVILLA","PARTIDO POPULAR","PP","1"
"María Carmen Rodríguez Hornillo","1","senate","SEVILLA","PARTIDO POPULAR","PP","2"
"Andrés Parrado Parra","0","senate","SEVILLA","PARTIDO POPULAR","PP","3"
"Pablo Emérito Cambronero Piqueras","0","senate","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","1"
"María Cristina Domenech Gómez","1","senate","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","2"
"Pedro Taborda Martín","0","senate","SEVILLA","CIUDADANOS PARTIDO DE LA CIUDADANÍA","C´s","3"
"Teresa García Azcarate","1","senate","SEVILLA","PODEMOS","PODEMOS","1"
"María Ángeles Fernández Sánchez","1","senate","SEVILLA","PODEMOS","PODEMOS","2"
"Manuel Peña Callejas","0","senate","SEVILLA","PODEMOS","PODEMOS","3"
"Andrés Esteban Martínez","0","senate","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"María del Carmen Lamana Gómez","1","senate","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"Emmanuel Baena Fernández","0","senate","SEVILLA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","3"
"Antonia Capitán Martínez","1","senate","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","1"
"Alejandro Sánchez Moreno","0","senate","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","2"
"David Pérez Ramos","0","senate","SEVILLA","UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN","IULV-UPeC","3"
"Jesús María Posada Moreno","0","congress","SORIA","PARTIDO POPULAR","PP","1"
"Adelina Lucía Gil Rampérez","1","congress","SORIA","PARTIDO POPULAR","PP","2"
"Javier Antón Cacho","0","congress","SORIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","1"
"Rosa Romero Amaya","1","congress","SORIA","PARTIDO SOCIALISTA OBRERO ESPAÑOL","PSOE","2"
"José Luis Alonso Sanz","0","congress","SORIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","1"
"María Belén Redondo Ortiz","1","congress","SORIA","CIUDADANOS-PARTIDO DE LA CIUDADANÍA","C's","2"
"[u'\xc1ngel Alberto Flores Gait\xe1n ']","0","congress","SORIA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","1"
"[u'Eva Vera Delgado ']","1","congress","SORIA","UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN","IU-UPeC","2"
"Carmelo Romero Salvador","0","congress","SORIA","PODEMOS","PODEMOS","1"
"Leonor Andrea Lahoz Goig","1","congress","SORIA","PODEMOS","PODEMOS","2"
"Ignacio Alejo Torres","0","congress","SORIA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","1"
"María de los Dolores Soto Pérez","1","congress","SORIA","UNIÓN PROGRESO Y DEMOCRACIA","UPyD","2"
"María del Mar Angulo Martínez","1","senate","SORIA","PARTIDO POPULAR","PP","1"
"Gerardo Martínez Martínez","0","senate","SORIA","PARTIDO POPULAR","PP","2"
"Tomás Cabezón Casas","0","senate","SORIA","PARTIDO POPULAR","PP","3"
